"region","produktionssätt","bränsletyp","2009","2010","2011","2012","2013"
"0682 Nässjö","vattenkraft","elproduktion",0,0,247,247,278
"0682 Nässjö","vattenkraft","flytande (icke förnybara)",0,0,0,0,0
"0682 Nässjö","vattenkraft","fast (icke förnybara)",0,0,0,0,0
"0682 Nässjö","vattenkraft","gas (icke förnybara)",0,0,0,0,0
"0682 Nässjö","vattenkraft","flytande (förnybara)",0,0,0,0,0
"0682 Nässjö","vattenkraft","fast (förnybara)",0,0,0,0,0
"0682 Nässjö","vattenkraft","gas (förnybara)",0,0,0,0,0
"0682 Nässjö","vattenkraft","summa produktionssätt",0,0,0,0,0
"0682 Nässjö","vindkraft","elproduktion",..,..,..,41654,..
"0682 Nässjö","vindkraft","flytande (icke förnybara)",..,..,..,0,0
"0682 Nässjö","vindkraft","fast (icke förnybara)",..,..,..,0,0
"0682 Nässjö","vindkraft","gas (icke förnybara)",..,..,..,0,0
"0682 Nässjö","vindkraft","flytande (förnybara)",..,..,..,0,0
"0682 Nässjö","vindkraft","fast (förnybara)",..,..,..,0,0
"0682 Nässjö","vindkraft","gas (förnybara)",..,..,..,0,0
"0682 Nässjö","vindkraft","summa produktionssätt",..,..,..,0,0
"0683 Värnamo","kraftvärmeverk + industriellt mottryck","elproduktion",0,0,0,0,0
"0683 Värnamo","kraftvärmeverk + industriellt mottryck","flytande (icke förnybara)",0,0,0,0,0
"0683 Värnamo","kraftvärmeverk + industriellt mottryck","fast (icke förnybara)",0,0,0,0,0
"0683 Värnamo","kraftvärmeverk + industriellt mottryck","gas (icke förnybara)",0,0,0,0,0
"0683 Värnamo","kraftvärmeverk + industriellt mottryck","flytande (förnybara)",0,0,0,0,0
"0683 Värnamo","kraftvärmeverk + industriellt mottryck","fast (förnybara)",0,0,0,0,0
"0683 Värnamo","kraftvärmeverk + industriellt mottryck","gas (förnybara)",0,0,0,0,0
"0683 Värnamo","kraftvärmeverk + industriellt mottryck","summa produktionssätt",0,0,0,0,0
"0683 Värnamo","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","elproduktion",0,0,0,0,0
"0683 Värnamo","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (icke förnybara)",0,0,0,0,0
"0683 Värnamo","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (icke förnybara)",0,0,0,0,0
"0683 Värnamo","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (icke förnybara)",0,0,0,0,0
"0683 Värnamo","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (förnybara)",0,0,0,0,0
"0683 Värnamo","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (förnybara)",0,0,0,0,0
"0683 Värnamo","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (förnybara)",0,0,0,0,0
"0683 Värnamo","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","summa produktionssätt",0,0,0,0,0
"0683 Värnamo","vattenkraft","elproduktion",8403,13182,15100,..,..
"0683 Värnamo","vattenkraft","flytande (icke förnybara)",0,0,0,0,0
"0683 Värnamo","vattenkraft","fast (icke förnybara)",0,0,0,0,0
"0683 Värnamo","vattenkraft","gas (icke förnybara)",0,0,0,0,0
"0683 Värnamo","vattenkraft","flytande (förnybara)",0,0,0,0,0
"0683 Värnamo","vattenkraft","fast (förnybara)",0,0,0,0,0
"0683 Värnamo","vattenkraft","gas (förnybara)",0,0,0,0,0
"0683 Värnamo","vattenkraft","summa produktionssätt",0,0,0,0,0
"0683 Värnamo","vindkraft","elproduktion",..,..,..,..,..
"0683 Värnamo","vindkraft","flytande (icke förnybara)",..,..,..,0,0
"0683 Värnamo","vindkraft","fast (icke förnybara)",..,..,..,0,0
"0683 Värnamo","vindkraft","gas (icke förnybara)",..,..,..,0,0
"0683 Värnamo","vindkraft","flytande (förnybara)",..,..,..,0,0
"0683 Värnamo","vindkraft","fast (förnybara)",..,..,..,0,0
"0683 Värnamo","vindkraft","gas (förnybara)",..,..,..,0,0
"0683 Värnamo","vindkraft","summa produktionssätt",..,..,..,0,0
"0684 Sävsjö","kraftvärmeverk + industriellt mottryck","elproduktion",0,0,0,0,0
"0684 Sävsjö","kraftvärmeverk + industriellt mottryck","flytande (icke förnybara)",0,0,0,0,0
"0684 Sävsjö","kraftvärmeverk + industriellt mottryck","fast (icke förnybara)",0,0,0,0,0
"0684 Sävsjö","kraftvärmeverk + industriellt mottryck","gas (icke förnybara)",0,0,0,0,0
"0684 Sävsjö","kraftvärmeverk + industriellt mottryck","flytande (förnybara)",0,0,0,0,0
"0684 Sävsjö","kraftvärmeverk + industriellt mottryck","fast (förnybara)",0,0,0,0,0
"0684 Sävsjö","kraftvärmeverk + industriellt mottryck","gas (förnybara)",0,0,0,0,0
"0684 Sävsjö","kraftvärmeverk + industriellt mottryck","summa produktionssätt",0,0,0,0,0
"0684 Sävsjö","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","elproduktion",0,0,0,0,0
"0684 Sävsjö","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (icke förnybara)",0,0,0,0,0
"0684 Sävsjö","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (icke förnybara)",0,0,0,0,0
"0684 Sävsjö","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (icke förnybara)",0,0,0,0,0
"0684 Sävsjö","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (förnybara)",0,0,0,0,0
"0684 Sävsjö","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (förnybara)",0,0,0,0,0
"0684 Sävsjö","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (förnybara)",0,0,0,0,0
"0684 Sävsjö","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","summa produktionssätt",0,0,0,0,0
"0684 Sävsjö","vattenkraft","elproduktion",0,0,129,174,106
"0684 Sävsjö","vattenkraft","flytande (icke förnybara)",0,0,0,0,0
"0684 Sävsjö","vattenkraft","fast (icke förnybara)",0,0,0,0,0
"0684 Sävsjö","vattenkraft","gas (icke förnybara)",0,0,0,0,0
"0684 Sävsjö","vattenkraft","flytande (förnybara)",0,0,0,0,0
"0684 Sävsjö","vattenkraft","fast (förnybara)",0,0,0,0,0
"0684 Sävsjö","vattenkraft","gas (förnybara)",0,0,0,0,0
"0684 Sävsjö","vattenkraft","summa produktionssätt",0,0,0,0,0
"0684 Sävsjö","vindkraft","elproduktion",..,..,..,0,0
"0684 Sävsjö","vindkraft","flytande (icke förnybara)",..,..,..,0,0
"0684 Sävsjö","vindkraft","fast (icke förnybara)",..,..,..,0,0
"0684 Sävsjö","vindkraft","gas (icke förnybara)",..,..,..,0,0
"0684 Sävsjö","vindkraft","flytande (förnybara)",..,..,..,0,0
"0684 Sävsjö","vindkraft","fast (förnybara)",..,..,..,0,0
"0684 Sävsjö","vindkraft","gas (förnybara)",..,..,..,0,0
"0684 Sävsjö","vindkraft","summa produktionssätt",..,..,..,0,0
"0685 Vetlanda","kraftvärmeverk + industriellt mottryck","elproduktion",0,0,3919,4763,24508
"0685 Vetlanda","kraftvärmeverk + industriellt mottryck","flytande (icke förnybara)",0,0,0,0,0
"0685 Vetlanda","kraftvärmeverk + industriellt mottryck","fast (icke förnybara)",0,0,0,0,11733
"0685 Vetlanda","kraftvärmeverk + industriellt mottryck","gas (icke förnybara)",0,0,0,0,0
"0685 Vetlanda","kraftvärmeverk + industriellt mottryck","flytande (förnybara)",0,0,0,0,0
"0685 Vetlanda","kraftvärmeverk + industriellt mottryck","fast (förnybara)",0,0,4850,5951,17643
"0685 Vetlanda","kraftvärmeverk + industriellt mottryck","gas (förnybara)",0,0,0,0,0
"0685 Vetlanda","kraftvärmeverk + industriellt mottryck","summa produktionssätt",0,0,4850,5951,29376
"0685 Vetlanda","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","elproduktion",0,0,0,1259,0
"0685 Vetlanda","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (icke förnybara)",0,0,0,0,0
"0685 Vetlanda","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (icke förnybara)",0,0,0,0,0
"0685 Vetlanda","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (icke förnybara)",0,0,0,0,0
"0685 Vetlanda","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (förnybara)",0,0,0,0,0
"0685 Vetlanda","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (förnybara)",0,0,0,0,0
"0685 Vetlanda","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (förnybara)",0,0,0,0,0
"0685 Vetlanda","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","summa produktionssätt",0,0,0,0,0
"0685 Vetlanda","vattenkraft","elproduktion",619031,16645,18771,..,10402
"0685 Vetlanda","vattenkraft","flytande (icke förnybara)",0,0,0,0,0
"0685 Vetlanda","vattenkraft","fast (icke förnybara)",0,0,0,0,0
"0685 Vetlanda","vattenkraft","gas (icke förnybara)",0,0,0,0,0
"0685 Vetlanda","vattenkraft","flytande (förnybara)",0,0,0,0,0
"0685 Vetlanda","vattenkraft","fast (förnybara)",0,0,0,0,0
"0685 Vetlanda","vattenkraft","gas (förnybara)",0,0,0,0,0
"0685 Vetlanda","vattenkraft","summa produktionssätt",0,0,0,0,0
"0685 Vetlanda","vindkraft","elproduktion",..,..,..,..,..
"0685 Vetlanda","vindkraft","flytande (icke förnybara)",..,..,..,0,0
"0685 Vetlanda","vindkraft","fast (icke förnybara)",..,..,..,0,0
"0685 Vetlanda","vindkraft","gas (icke förnybara)",..,..,..,0,0
"0685 Vetlanda","vindkraft","flytande (förnybara)",..,..,..,0,0
"0685 Vetlanda","vindkraft","fast (förnybara)",..,..,..,0,0
"0685 Vetlanda","vindkraft","gas (förnybara)",..,..,..,0,0
"0685 Vetlanda","vindkraft","summa produktionssätt",..,..,..,0,0
"0686 Eksjö","kraftvärmeverk + industriellt mottryck","elproduktion",0,0,14005,14283,13994
"0686 Eksjö","kraftvärmeverk + industriellt mottryck","flytande (icke förnybara)",0,0,0,0,0
"0686 Eksjö","kraftvärmeverk + industriellt mottryck","fast (icke förnybara)",0,0,8181,7728,7704
"0686 Eksjö","kraftvärmeverk + industriellt mottryck","gas (icke förnybara)",0,0,0,0,0
"0686 Eksjö","kraftvärmeverk + industriellt mottryck","flytande (förnybara)",0,0,0,0,0
"0686 Eksjö","kraftvärmeverk + industriellt mottryck","fast (förnybara)",0,0,8181,7728,7704
"0686 Eksjö","kraftvärmeverk + industriellt mottryck","gas (förnybara)",0,0,0,0,0
"0686 Eksjö","kraftvärmeverk + industriellt mottryck","summa produktionssätt",0,0,16362,15456,15408
"0686 Eksjö","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","elproduktion",0,0,0,0,0
"0686 Eksjö","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (icke förnybara)",0,0,0,0,0
"0686 Eksjö","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (icke förnybara)",0,0,0,0,0
"0686 Eksjö","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (icke förnybara)",0,0,0,0,0
"0686 Eksjö","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (förnybara)",0,0,0,0,0
"0686 Eksjö","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (förnybara)",0,0,0,0,0
"0686 Eksjö","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (förnybara)",0,0,0,0,0
"0686 Eksjö","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","summa produktionssätt",0,0,0,0,0
"0686 Eksjö","vattenkraft","elproduktion",0,0,0,0,0
"0686 Eksjö","vattenkraft","flytande (icke förnybara)",0,0,0,0,0
"0686 Eksjö","vattenkraft","fast (icke förnybara)",0,0,0,0,0
"0686 Eksjö","vattenkraft","gas (icke förnybara)",0,0,0,0,0
"0686 Eksjö","vattenkraft","flytande (förnybara)",0,0,0,0,0
"0686 Eksjö","vattenkraft","fast (förnybara)",0,0,0,0,0
"0686 Eksjö","vattenkraft","gas (förnybara)",0,0,0,0,0
"0686 Eksjö","vattenkraft","summa produktionssätt",0,0,0,0,0
"0686 Eksjö","vindkraft","elproduktion",..,..,..,0,0
"0686 Eksjö","vindkraft","flytande (icke förnybara)",..,..,..,0,0
"0686 Eksjö","vindkraft","fast (icke förnybara)",..,..,..,0,0
"0686 Eksjö","vindkraft","gas (icke förnybara)",..,..,..,0,0
"0686 Eksjö","vindkraft","flytande (förnybara)",..,..,..,0,0
"0686 Eksjö","vindkraft","fast (förnybara)",..,..,..,0,0
"0686 Eksjö","vindkraft","gas (förnybara)",..,..,..,0,0
"0686 Eksjö","vindkraft","summa produktionssätt",..,..,..,0,0
"0687 Tranås","kraftvärmeverk + industriellt mottryck","elproduktion",9018,9716,9078,9590,8575
"0687 Tranås","kraftvärmeverk + industriellt mottryck","flytande (icke förnybara)",0,0,0,0,0
"0687 Tranås","kraftvärmeverk + industriellt mottryck","fast (icke förnybara)",0,0,0,0,0
"0687 Tranås","kraftvärmeverk + industriellt mottryck","gas (icke förnybara)",0,0,0,0,0
"0687 Tranås","kraftvärmeverk + industriellt mottryck","flytande (förnybara)",0,0,0,0,0
"0687 Tranås","kraftvärmeverk + industriellt mottryck","fast (förnybara)",0,0,0,0,0
"0687 Tranås","kraftvärmeverk + industriellt mottryck","gas (förnybara)",0,0,0,0,0
"0687 Tranås","kraftvärmeverk + industriellt mottryck","summa produktionssätt",0,0,0,0,0
"0687 Tranås","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","elproduktion",0,0,0,0,0
"0687 Tranås","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (icke förnybara)",0,0,0,0,0
"0687 Tranås","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (icke förnybara)",0,0,0,0,0
"0687 Tranås","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (icke förnybara)",0,0,0,0,0
"0687 Tranås","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (förnybara)",0,0,0,0,0
"0687 Tranås","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (förnybara)",0,0,0,0,0
"0687 Tranås","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (förnybara)",0,0,0,0,0
"0687 Tranås","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","summa produktionssätt",0,0,0,0,0
"0687 Tranås","vattenkraft","elproduktion",12529,123728,102094,1036,611
"0687 Tranås","vattenkraft","flytande (icke förnybara)",0,0,0,0,0
"0687 Tranås","vattenkraft","fast (icke förnybara)",0,0,0,0,0
"0687 Tranås","vattenkraft","gas (icke förnybara)",0,0,0,0,0
"0687 Tranås","vattenkraft","flytande (förnybara)",0,0,0,0,0
"0687 Tranås","vattenkraft","fast (förnybara)",0,0,0,0,0
"0687 Tranås","vattenkraft","gas (förnybara)",0,0,0,0,0
"0687 Tranås","vattenkraft","summa produktionssätt",0,0,0,0,0
"0687 Tranås","vindkraft","elproduktion",..,..,..,..,..
"0687 Tranås","vindkraft","flytande (icke förnybara)",..,..,..,0,0
"0687 Tranås","vindkraft","fast (icke förnybara)",..,..,..,0,0
"0687 Tranås","vindkraft","gas (icke förnybara)",..,..,..,0,0
"0687 Tranås","vindkraft","flytande (förnybara)",..,..,..,0,0
"0687 Tranås","vindkraft","fast (förnybara)",..,..,..,0,0
"0687 Tranås","vindkraft","gas (förnybara)",..,..,..,0,0
"0687 Tranås","vindkraft","summa produktionssätt",..,..,..,0,0
"0760 Uppvidinge","kraftvärmeverk + industriellt mottryck","elproduktion",0,0,0,0,0
"0760 Uppvidinge","kraftvärmeverk + industriellt mottryck","flytande (icke förnybara)",0,0,0,0,0
"0760 Uppvidinge","kraftvärmeverk + industriellt mottryck","fast (icke förnybara)",0,0,0,0,0
"0760 Uppvidinge","kraftvärmeverk + industriellt mottryck","gas (icke förnybara)",0,0,0,0,0
"0760 Uppvidinge","kraftvärmeverk + industriellt mottryck","flytande (förnybara)",0,0,0,0,0
"0760 Uppvidinge","kraftvärmeverk + industriellt mottryck","fast (förnybara)",0,0,0,0,0
"0760 Uppvidinge","kraftvärmeverk + industriellt mottryck","gas (förnybara)",0,0,0,0,0
"0760 Uppvidinge","kraftvärmeverk + industriellt mottryck","summa produktionssätt",0,0,0,0,0
"0760 Uppvidinge","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","elproduktion",0,0,0,0,0
"0760 Uppvidinge","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (icke förnybara)",0,0,0,0,0
"0760 Uppvidinge","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (icke förnybara)",0,0,0,0,0
"0760 Uppvidinge","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (icke förnybara)",0,0,0,0,0
"0760 Uppvidinge","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (förnybara)",0,0,0,0,0
"0760 Uppvidinge","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (förnybara)",0,0,0,0,0
"0760 Uppvidinge","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (förnybara)",0,0,0,0,0
"0760 Uppvidinge","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","summa produktionssätt",0,0,0,0,0
"0760 Uppvidinge","vattenkraft","elproduktion",2045,..,3871,3735,3564
"0760 Uppvidinge","vattenkraft","flytande (icke förnybara)",0,0,0,0,0
"0760 Uppvidinge","vattenkraft","fast (icke förnybara)",0,0,0,0,0
"0760 Uppvidinge","vattenkraft","gas (icke förnybara)",0,0,0,0,0
"0760 Uppvidinge","vattenkraft","flytande (förnybara)",0,0,0,0,0
"0760 Uppvidinge","vattenkraft","fast (förnybara)",0,0,0,0,0
"0760 Uppvidinge","vattenkraft","gas (förnybara)",0,0,0,0,0
"0760 Uppvidinge","vattenkraft","summa produktionssätt",0,0,0,0,0
"0760 Uppvidinge","vindkraft","elproduktion",..,..,..,4165,8683
"0760 Uppvidinge","vindkraft","flytande (icke förnybara)",..,..,..,0,0
"0760 Uppvidinge","vindkraft","fast (icke förnybara)",..,..,..,0,0
"0760 Uppvidinge","vindkraft","gas (icke förnybara)",..,..,..,0,0
"0760 Uppvidinge","vindkraft","flytande (förnybara)",..,..,..,0,0
"0760 Uppvidinge","vindkraft","fast (förnybara)",..,..,..,0,0
"0760 Uppvidinge","vindkraft","gas (förnybara)",..,..,..,0,0
"0760 Uppvidinge","vindkraft","summa produktionssätt",..,..,..,0,0
"0761 Lessebo","kraftvärmeverk + industriellt mottryck","elproduktion",0,0,..,0,0
"0761 Lessebo","kraftvärmeverk + industriellt mottryck","flytande (icke förnybara)",0,0,..,0,0
"0761 Lessebo","kraftvärmeverk + industriellt mottryck","fast (icke förnybara)",0,0,..,0,0
"0761 Lessebo","kraftvärmeverk + industriellt mottryck","gas (icke förnybara)",0,0,..,0,0
"0761 Lessebo","kraftvärmeverk + industriellt mottryck","flytande (förnybara)",0,0,..,0,0
"0761 Lessebo","kraftvärmeverk + industriellt mottryck","fast (förnybara)",0,0,..,0,0
"0761 Lessebo","kraftvärmeverk + industriellt mottryck","gas (förnybara)",0,0,..,0,0
"0761 Lessebo","kraftvärmeverk + industriellt mottryck","summa produktionssätt",0,0,..,0,0
"0761 Lessebo","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","elproduktion",0,0,..,0,0
"0761 Lessebo","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (icke förnybara)",0,0,..,0,0
"0761 Lessebo","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (icke förnybara)",0,0,..,0,0
"0761 Lessebo","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (icke förnybara)",0,0,..,0,0
"0761 Lessebo","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (förnybara)",0,0,..,0,0
"0761 Lessebo","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (förnybara)",0,0,..,0,0
"0761 Lessebo","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (förnybara)",0,0,..,0,0
"0761 Lessebo","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","summa produktionssätt",0,0,..,0,0
"0761 Lessebo","vattenkraft","elproduktion",0,0,..,0,0
"0761 Lessebo","vattenkraft","flytande (icke förnybara)",0,0,..,0,0
"0761 Lessebo","vattenkraft","fast (icke förnybara)",0,0,..,0,0
"0761 Lessebo","vattenkraft","gas (icke förnybara)",0,0,..,0,0
"0761 Lessebo","vattenkraft","flytande (förnybara)",0,0,..,0,0
"0761 Lessebo","vattenkraft","fast (förnybara)",0,0,..,0,0
"0761 Lessebo","vattenkraft","gas (förnybara)",0,0,..,0,0
"0761 Lessebo","vattenkraft","summa produktionssätt",0,0,..,0,0
"0761 Lessebo","vindkraft","elproduktion",..,..,..,0,0
"0761 Lessebo","vindkraft","flytande (icke förnybara)",..,..,..,0,0
"0761 Lessebo","vindkraft","fast (icke förnybara)",..,..,..,0,0
"0761 Lessebo","vindkraft","gas (icke förnybara)",..,..,..,0,0
"0761 Lessebo","vindkraft","flytande (förnybara)",..,..,..,0,0
"0761 Lessebo","vindkraft","fast (förnybara)",..,..,..,0,0
"0761 Lessebo","vindkraft","gas (förnybara)",..,..,..,0,0
"0761 Lessebo","vindkraft","summa produktionssätt",..,..,..,0,0
"0763 Tingsryd","kraftvärmeverk + industriellt mottryck","elproduktion",0,0,0,0,0
"0763 Tingsryd","kraftvärmeverk + industriellt mottryck","flytande (icke förnybara)",0,0,0,0,0
"0763 Tingsryd","kraftvärmeverk + industriellt mottryck","fast (icke förnybara)",0,0,0,0,0
"0763 Tingsryd","kraftvärmeverk + industriellt mottryck","gas (icke förnybara)",0,0,0,0,0
"0763 Tingsryd","kraftvärmeverk + industriellt mottryck","flytande (förnybara)",0,0,0,0,0
"0763 Tingsryd","kraftvärmeverk + industriellt mottryck","fast (förnybara)",0,0,0,0,0
"0763 Tingsryd","kraftvärmeverk + industriellt mottryck","gas (förnybara)",0,0,0,0,0
"0763 Tingsryd","kraftvärmeverk + industriellt mottryck","summa produktionssätt",0,0,0,0,0
"0763 Tingsryd","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","elproduktion",0,0,0,0,0
"0763 Tingsryd","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (icke förnybara)",0,0,0,0,0
"0763 Tingsryd","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (icke förnybara)",0,0,0,0,0
"0763 Tingsryd","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (icke förnybara)",0,0,0,0,0
